13191	19674	16011	12096	19530	14889	17130	19939	6385	
13618	11324	17466	3766	12270	6527	19327	5430	16808	
17317	11923	18093	3345	3710	6416	4907	14009	585	
168	753	15019	9625	1839	5808	3022	2437	16867	
9373	11565	19318	5903	13108	13646	9310	9186	16918	
4542	1432	8650	19080	6910	8216	5509	11161	9128	
2733	7268	5086	4727	17208	1284	10497	11754	7830	
10812	14538	18081	2285	10263	785	10143	16244	11400	
18133	8538	15368	2127	11302	12454	3795	5590	19704	
6340	13076	7064	11973	6953	7969	15885	5589	13787	
5310	14304	16648	9649	8368	9241	19601	18054	14365	
768	5511	6386	4951	11774	52	2242	9038	8750	
5370	19423	7660	18457	8115	12649	10202	7655	2164	
8932	14021	13612	18100	13890	19112	11535	18867	17706	
17880	16847	5874	9988	19161	4610	18762	18986	12446	
9072	15318	12602	11464	11019	9620	10068	12684	9097	
14267	1040	5450	7817	10609	18830	18501	11033	13961	
15780	13848	14346	6890	15320	10716	7527	15926	6392	
14686	12875	7794	3688	3027	11563	8171	19959	10691	
9456	2265	10008	13282	12988	19806	19563	221	898	
7026	4147	3747	10766	5070	13704	1429	4374	4432	
15396	4732	14768	18522	11664	9391	10573	19918	19976	
19488	1074	11995	5228	11915	10630	14469	17119	17882	
11841	5109	11500	12403	6921	9411	15960	1002	16199	
13553	13011	10125	7149	18293	7597	17494	5086	6039	
14625	1963	19901	16703	12593	2822	15299	12969	15265	
17097	12104	14509	18003	10674	16736	18231	4228	11245	
17512	14097	15155	19110	19254	5500	9941	7782	680	
7968	15188	8019	15483	10594	11363	9919	113	17634	
5945	5922	18136	19990	543	13292	14178	6072	6226	
1144	3101	11711	2908	6069	1815	15449	13359	1655	
2369	10640	12955	11137	12875	15462	17543	164	10678	
8933	16538	13506	19686	13520	3257	10890	3586	10767	
10294	18754	10859	3845	13173	7878	17172	17892	18407	
3013	9040	5690	3020	18328	4887	13089	14986	120	
8221	10461	19084	8627	15736	8389	7420	10716	14577	
8701	16929	16390	11871	18798	12374	12138	17758	7678	
3933	12299	10772	16750	12349	6019	313	13364	7790	
18872	2208	13562	19032	10019	19754	18179	19673	16323	
512	12898	14749	5172	9286	7774	7105	8399	6277	
1465	9854	8055	17254	7326	12068	10859	16131	19413	
8428	19421	15495	1521	17113	4031	18590	17918	13246	
13149	4078	9486	15333	5092	12351	12119	16412	5891	
7944	12064	17728	4839	722	18550	3668	17436	12498	
18582	14113	10422	5989	14370	8376	14563	19324	263	
11142	12010	5899	13242	13121	8751	525	19939	5489	
7864	6309	7728	19645	17236	5685	1687	1598	5192	
17814	14293	18509	6432	11274	4100	8258	11679	10525	
9446	2400	13231	15786	19515	14658	17472	15778	3627	
4346	14744	14973	8283	848	3824	672	12299	6558	
15992	5781	9699	17793	13742	4229	14060	10152	10739	
6003	17995	873	13433	15305	15773	14798	8664	17654	
13967	12982	15971	15125	6756	14862	4411	10003	11150	
17738	19965	8363	17943	18644	901	19098	18691	9735	
8326	6647	18663	19707	1834	13387	7139	15208	17895	
14133	2170	12831	17303	12116	19596	18768	13771	5763	
12873	5547	3172	8290	11980	4550	8638	15533	5820	
17464	5698	5625	4694	18754	6676	12666	9355	18800	
12180	19764	14950	10451	10125	17472	15865	8850	2664	
5239	14478	3862	9682	7070	7116	9080	18985	940	
11631	19871	17864	13374	17166	16339	17539	8034	6724	
14816	13628	503	4727	19625	2847	11618	7300	19439	
19371	19169	18505	13913	13343	13881	4390	6931	17495	
18247	7497	643	14310	5709	19425	11780	17632	10211	
19440	18678	1392	13033	14577	14142	15618	13467	17189	
8577	15608	3837	1976	17812	13059	15827	18693	19577	
18371	1703	5114	16076	7406	6734	16714	6751	9856	
1349	13517	10064	7654	16703	2640	12336	6753	2728	
11835	9625	15512	2295	1571	17765	10182	16644	1981	
8945	7207	2350	15723	18625	4559	11764	9849	11257	
13556	13492	13445	14387	3084	15783	8280	13998	16103	
12932	10547	6657	18589	535	2763	2257	12235	14089	
17522	5181	12863	9616	12080	593	1143	4287	12711	
13413	4501	9830	11182	5337	18316	6851	3560	19356	
10780	3361	13915	2029	7211	18870	4858	17608	300	
8192	650	19062	884	5471	6652	3080	348	7657	
11733	2639	19283	2192	4483	1614	17384	7897	10036	
1484	3143	7406	6492	13879	5779	10431	13303	13520	
9077	296	10070	11600	4414	14319	13674	14716	11532	
17565	3453	7059	9139	10113	15743	4336	16570	12083	
15473	18979	4775	14303	14379	17138	19069	2880	11044	
18902	4547	5476	5694	1798	1422	10130	15780	18278	
16748	2315	8511	19411	5834	5497	17734	6679	19491	
13756	3838	295	3239	9271	2420	4917	7659	1327	
11604	9192	9315	8774	15993	17026	18397	1368	18291	
9517	2905	2118	16055	2795	11282	9509	2	603	
4615	11804	4948	5515	15869	17589	3344	19609	15930	
3668	12325	619	17194	17649	5624	15086	11334	158	
17119	16963	11693	10629	19159	16907	12050	13177	12416	
4385	3423	10530	12536	11357	16108	4905	2700	3629	
19440	1299	12297	12197	5612	3695	8196	192	9178	
4462	9321	3231	4833	14594	17384	7998	11784	4800	
16915	850	11451	2315	10239	15141	5249	12628	17178	
13298	12827	19799	12079	17710	3778	15022	13588	13070	
1138	3831	14394	6081	16997	8551	18925	11709	896	
16120	8341	11079	3740	8221	5596	4558	15521	1010	
2862	17319	15170	733	4336	538	6072	8687	8742	
5080	12622	7267	16186	1243	7663	15027	14636	1283	
18378	14111	4769	7289	13107	19858	504	19824	8901	
635	5567	2317	12904	5987	841	2089	8089	7188	
4421	16465	10431	11198	16948	1269	2123	5075	5999	
15592	5338	15154	9187	12089	3335	2258	18825	4316	
9736	2064	356	2374	620	14773	1742	17988	3591	
962	72	11497	10784	7701	6274	4852	3370	893	
3644	18306	5125	14451	12426	7544	12960	17857	3451	
3677	3649	7859	11326	14503	10077	12811	16036	5586	
8807	11451	5207	8672	15447	6901	1271	950	13014	
16605	11789	4091	19911	19728	12575	17075	2586	5353	
2620	12484	15991	6837	8103	10274	18937	4376	11765	
17131	3291	18376	13751	9795	4774	6218	9245	15289	
2966	5114	18511	17298	13587	9901	790	1840	349	
18804	7822	19414	3399	10052	12626	2606	10812	6212	
12901	11118	17516	11661	17436	144	13945	5921	7645	
5749	14278	8388	2045	3989	16293	6554	17232	12077	
10866	3870	3057	17959	16448	4789	1360	8047	18736	
219	19202	5751	4156	9419	17461	16706	16197	13780	
18874	5307	6680	16336	9554	2779	14875	9721	2525	
15891	19048	10711	19323	15639	2019	6268	7406	12949	
4824	3464	4612	6506	545	15974	19166	320	19394	
16518	14359	18593	2968	16865	317	18065	8143	4867	
10199	11336	17769	8820	9899	4736	11104	19793	12587	
4064	18381	18700	12612	17314	3807	8821	6112	18160	
5186	12848	8948	1545	17857	3596	1278	15796	2642	
17557	1752	2657	10072	12096	14125	15166	3846	8575	
3045	16230	16654	16921	11239	8158	7993	6449	3874	
12032	8778	3180	4411	18716	13172	3182	10516	13484	
19306	13948	6144	16303	2453	18729	13494	6419	16872	
12879	5677	11644	9356	6193	17739	17966	10000	2087	
2701	16469	15797	9611	18168	7356	16108	12825	19019	
19171	13376	9157	16496	5578	8179	10786	6750	16995	
18298	854	5971	7622	41	8938	4165	13173	19919	
10194	12456	1196	17	17231	3441	5891	366	8953	
9827	15124	13648	3137	9611	7206	11210	5430	12950	
12028	2617	5672	6746	13884	6809	10909	16187	13001	
14296	7207	6772	5512	7364	14705	8997	332	8401	
13400	16730	12551	8608	17686	11251	5750	1713	17174	
2478	11780	9477	16756	14994	19445	14918	16968	2184	
17165	4729	16606	3306	19479	11817	10659	12498	9148	
3140	631	4497	16263	19019	19848	2000	2916	13523	
12618	19664	3611	9335	10236	4827	11035	2844	10745	
18116	15598	5012	13493	19461	1863	7145	8787	15789	
5515	4882	4083	14992	4597	860	13631	13137	19819	
10298	15375	7104	18340	5179	12466	4418	8617	2320	
19456	8973	10555	849	4835	9383	9813	10635	6218	
1870	17735	6974	9741	6192	6892	6084	14150	5930	
14849	16863	19111	2084	5287	1701	11890	18000	1352	
7257	7029	14153	19701	7564	8525	4723	8059	12907	
13098	3460	11192	2243	18118	11128	18578	17132	7615	
12522	1473	13109	3112	15081	12843	19585	15463	18510	
12349	6343	10116	1376	2369	10355	853	19303	14895	
9011	16151	10214	7635	1352	9918	873	17760	13447	
1848	1638	10965	7926	1768	18813	3021	7458	18265	
12000	18113	13496	6252	16746	10251	17680	5975	487	
14932	13033	12823	7814	6390	10197	18159	18227	15735	
12859	5977	17207	7194	12369	4372	7013	13292	16374	
15300	18362	18689	10619	19430	4244	19998	4895	12201	
4457	4618	4347	18647	7668	13285	9515	8355	6170	
17923	9033	15392	16947	12161	1963	16432	4101	10581	
4792	18523	7033	11720	10739	12833	4996	4902	19613	
8585	3600	19918	710	13479	18136	8371	6832	5721	
7281	7078	3395	10996	8097	10458	4917	7042	14407	
11031	18225	19668	4794	11343	4749	19538	16	396	
4821	1197	12595	7025	1560	17824	12368	19782	12078	
6398	4294	9554	13586	10668	274	9561	19981	12269	
585	19085	6376	19272	14586	1828	323	9331	578	
12674	4936	14026	17047	18570	6709	1768	16117	5752	
1508	2886	10186	843	1290	14155	8899	18588	13149	
15341	4655	11472	19145	3865	13208	2084	6988	11937	
10115	7361	12084	14415	6352	10546	6737	9061	193	
3311	16805	2631	18287	19600	17066	425	1514	3142	
1332	15868	10158	6344	4314	4719	1107	714	19895	
5380	8891	13074	4062	4840	8821	6556	4215	2003	
11180	11981	6690	10741	7633	9890	3937	19991	9065	
6398	11110	15581	3109	16808	11923	1103	6974	10394	
10997	5772	3244	611	73	17512	19329	14027	1317	
4741	13040	11147	1197	5190	12003	11310	5889	14526	
17854	17592	3890	16067	14607	13080	15800	8186	16028	
4082	9324	18686	8799	8065	1	2366	167	18931	
19632	16668	4376	19665	17753	6889	17773	8130	7723	
5889	15707	10132	14205	8176	2406	9582	11111	14432	
13829	3280	4741	2225	18136	2048	10664	18649	10337	
316	7079	16517	15355	12866	15125	791	1868	872	
1282	16133	19195	12277	19981	89	12889	2482	19047	
9514	1106	5384	5552	15680	14042	1198	19655	18630	
11405	12774	4615	17246	13989	16860	3419	1945	1363	
6208	8658	13195	8992	14471	16786	11373	5474	9213	
16126	3187	9112	4762	15342	13426	15995	15506	5918	
19871	7304	2866	14504	18672	6219	804	4192	18230	
16084	6414	19814	16975	9971	552	4637	19856	9347	
19348	3942	16709	4222	15936	16343	2203	9949	4269	
18314	8442	18693	9005	10385	3491	11799	11750	11941	
17912	8423	6026	2885	14410	8197	11077	18399	6539	
8729	15862	11849	13099	13879	11003	17758	17557	229	
15625	9406	3217	18580	16496	3536	5819	7661	12977	
4141	17173	15395	17197	19043	5651	11903	2135	2995	
4268	4254	10155	2113	8394	12386	1235	1168	15056	
17943	15574	9845	16000	13722	12887	3635	15007	17688	
2361	13900	5638	11820	9831	11902	8524	105	679	
8411	18660	7784	8867	18366	6983	10367	963	6731	
10044	4488	8785	9159	1434	8724	6163	16848	19808	
11822	10036	3807	8366	5905	10371	17570	18751	6057	
9574	1043	10174	2080	11660	2587	10856	8319	15730	
3586	15021	8778	11612	17054	4452	11680	3052	19988	
5480	8464	12297	899	5856	3323	8008	17255	18569	
19254	5175	13338	6200	6904	10393	16351	1972	3365	
205	17447	10987	1004	7248	11953	17126	15772	5169	
19421	14	18508	9610	2221	16354	4560	6174	18822	
6331	15716	19926	13271	16146	6167	12610	10322	14948	
9857	11926	13134	3418	11968	4041	1221	7199	19906	
14038	19286	4993	17675	4299	15945	10703	17387	5174	
15641	2124	15260	16776	1083	12068	15056	6804	18995	
1657	2997	9085	9394	9699	8554	14748	13350	11614	
15519	17147	9775	5716	15122	12468	2178	485	14788	
17455	1487	5649	17480	6046	10107	13366	14507	11524	
3803	17303	2547	8535	7725	14690	16043	19308	6085	
17106	15464	3757	11159	11148	5336	325	19200	6526	
9504	3737	19822	15792	15280	8829	1632	5252	19316	
7081	8847	19358	3034	3484	13470	15164	12792	17201	
16334	16400	11624	18423	6175	18401	5839	5634	17377	
1549	15927	11783	16216	11245	19824	7609	3911	14900	
15159	8470	8540	16620	13164	16302	12183	590	15873	
16144	5974	15095	1712	19571	13255	16878	19726	7772	
14803	7347	15227	10727	5679	14698	8553	4139	19692	
7128	19264	1493	18895	16470	14885	9165	7787	13666	
6381	5498	467	6557	13164	14536	10811	5613	11140	
16443	12308	2559	5381	7274	16312	697	9472	728	
6107	9212	8030	9052	34	10769	11740	6637	15166	
9430	13730	11230	9717	19509	4369	11127	15509	13263	
9479	12313	6834	4176	19321	55	9294	5937	3284	
3051	10266	3149	2215	7883	168	11977	5395	7728	
16803	12412	2612	10066	5617	1021	15478	3144	6936	
2135	14278	11048	9104	12221	6501	5084	10080	4464	
13814	17086	18093	15265	18406	12519	9914	6214	21	
11521	2058	18569	18771	15379	2127	11535	17104	1451	
12465	16298	11321	3311	2922	19692	3139	12324	5005	
1149	12003	11565	8387	16731	1899	19032	3235	1505	
8219	5891	14330	18405	13910	18106	1144	15315	19337	
17317	5937	1093	11966	18891	11643	8447	4727	3472	
589	2666	16657	15723	999	8274	16238	17015	5473	
8513	10983	124	18699	14382	5903	15843	9732	6158	
9879	12533	1296	14455	11961	18530	3305	17805	13949	
18110	7040	10380	17044	19675	7506	19227	18514	3412	
10339	836	13047	10386	17062	11478	1712	14701	908	
10153	19022	7224	10981	19910	10819	5191	4821	814	
18647	18214	4462	438	17657	12683	3601	1096	5871	
8427	10829	4261	18901	7596	8994	12747	14152	9257	
13831	1793	19884	1571	4158	1958	14983	14108	15520	
7586	10354	18820	5110	10167	7916	1623	14264	7249	
10911	13277	13079	3591	15209	14460	1232	6007	9965	
1328	4334	8804	11624	4187	9246	8785	18849	2939	
14713	9249	2989	19758	18222	2919	620	15325	2437	
5359	12492	16596	1408	147	9343	13348	12580	14541	
18694	6791	17381	9322	15184	18158	3120	2214	10679	
7742	7224	11525	14505	18040	12473	15707	11091	17368	
18043	16377	15431	15345	3649	6669	6624	18213	8722	
4699	153	7315	9644	17851	8504	12257	19829	8442	
17243	13482	18964	11627	942	2434	12471	5178	9188	
15676	16367	16600	3703	4618	11399	9103	8056	17266	
14981	1067	17971	13101	17721	5861	16669	18165	4126	
19608	7639	2447	18600	16156	4520	6312	3018	2311	
10498	18703	16552	10865	2853	15548	6487	13780	13713	
13575	16286	17232	14419	11625	1089	14020	3405	8471	
10201	13350	1138	17929	8467	4499	17412	6234	18483	
3991	9613	20	8232	11660	1243	550	16157	6782	
11790	10913	18876	14841	4583	17053	6872	4084	10114	
19017	8371	674	10171	5723	14220	5726	19516	12052	
2666	19009	14237	16506	17430	4443	10103	19018	6881	
10031	19441	18269	10660	14191	4980	6143	7432	19210	
315	8017	3559	12169	13068	18659	1201	15218	12217	
5286	9523	706	15199	3074	10858	2428	12837	19954	
7491	19880	4200	7526	13481	4718	3474	13621	16668	
13640	3025	11645	11732	13390	9652	19004	2372	8165	
19409	6747	6498	541	10794	18935	16847	12616	14541	
413	17819	8902	8996	9689	10037	9531	2214	1023	
4633	4016	1808	10396	6458	9895	19172	8551	10724	
2533	18537	2279	19557	75	16061	4216	13407	14683	
10403	17821	19774	14764	4734	14687	367	14110	3912	
18824	3888	1060	18514	7120	5593	7810	16982	2523	
16687	8326	1530	4701	18129	598	15252	13620	19146	
13095	9689	3286	8924	19491	3216	3652	3215	3055	
13659	15982	16077	8017	4032	8029	8240	7826	10158	
1342	6348	18962	14825	10913	14622	435	16990	19606	
18931	9898	12512	19400	9270	11996	5687	10734	14097	
19719	18273	7924	1772	1811	7698	7174	18622	9205	
5266	15620	9452	13607	6650	9867	655	13877	2150	
2176	8898	4594	3824	17139	2352	7070	2872	4060	
3157	19530	990	2614	19266	6086	1327	9719	8561	
12647	8629	492	4590	6287	18650	17479	9805	5885	
6042	8850	7974	7251	18247	13195	629	14265	11257	
17039	4941	5607	7760	240	7894	775	16474	18921	
17864	8785	15439	11852	15519	5223	7893	15281	16959	
647	17574	8160	15571	1298	9081	9263	13397	2903	
3545	15681	14885	1059	7261	7314	9868	10142	2812	
12995	11251	8445	13107	18609	9938	16734	1490	11899	
10488	4991	12375	19196	7058	3141	19070	6112	19004	
947	16367	17652	4205	728	18922	12350	19442	3186	
8713	12686	7326	7839	13140	7765	19944	16432	19562	
4292	7729	4929	16297	13832	7549	19829	3535	19030	
2739	5958	9458	12741	12557	12292	9216	18183	5133	
14646	17747	17024	8434	10595	7894	7526	11393	301	
10915	7238	2903	13647	7268	10481	19504	14325	11606	
13781	3613	15077	6555	910	7254	11011	7527	2900	
12217	5419	15338	11252	12349	13518	4918	4236	8061	
13824	5267	17890	4934	15003	3217	14944	9914	18915	
4303	10400	1674	11852	16734	16438	5643	1802	15521	
12451	9002	18324	1799	15095	15394	14377	137	10618	
11647	13961	15891	6521	9547	13457	1588	1527	7122	
8897	3258	7916	12967	16275	17624	5257	18623	13228	
9570	15837	8045	286	3015	1530	14645	19632	14540	
831	9477	15870	12131	9027	10845	7997	1386	12322	
4296	9027	18786	7009	496	3302	16348	4283	4954	
1326	15464	7215	18878	15650	13848	9014	1261	18794	
10165	3557	9328	7838	1306	7366	10050	8716	2406	
12287	5525	13336	4957	16468	10386	15572	2876	7044	
16243	11790	19601	1836	17287	11959	13882	4997	2824	
6450	5514	16803	3035	16365	3281	19351	10040	4488	
19970	6621	9200	5650	16240	8616	10906	6433	17180	
6082	16785	9	5537	4508	7097	7223	7665	7965	
15807	12078	12336	19562	8897	14282	7041	4039	19167	
2030	694	14069	7771	8329	833	15273	15934	7991	
1978	17574	11058	4351	3066	6644	2564	5116	4518	
14275	537	6099	18584	19888	6087	15345	3298	18411	
9370	398	4373	16791	17093	6883	7928	8426	17135	
18205	7626	1600	16312	15336	12554	6752	15508	11036	
15735	1292	15519	12328	143	8324	351	9114	9510	
16762	9350	6163	12605	13766	18422	8495	10175	10235	
12628	5677	9770	7061	14131	13422	7220	19462	12149	
6161	8670	12155	13947	16389	6737	15327	19555	11192	
6976	2026	1097	15039	19151	4568	13880	11361	18073	
10184	1338	3228	7045	13319	17344	399	8189	14897	
17620	3340	9801	14379	3895	17688	17575	9044	15634	
228	11797	7394	12954	13249	12329	6516	16189	527	
3898	14817	18472	16874	19468	16496	4261	6257	15666	
17958	9314	319	12735	10580	8819	8763	16035	5057	
7370	11951	10699	14653	10640	13131	6967	18431	10926	
7981	7856	12299	15259	9331	12397	13115	7525	1142	
9997	14138	15521	16057	11148	8479	1973	14567	5503	
10037	15892	3806	8336	3624	19888	16754	16849	17394	
15254	9357	9516	10289	3738	4941	12941	1589	15299	
8073	17156	14792	7870	2453	1821	4510	4923	17662	
12567	10893	18192	3784	17144	18800	18290	18519	16555	
11293	18120	62	9798	17965	65	396	5435	14091	
6573	15650	5966	13422	9222	17534	2135	13112	16100	
18651	17210	7891	12167	5192	8223	15869	4498	1232	
13754	19523	18092	537	18633	1627	2572	15619	18218	
17205	14048	13397	12370	7668	8816	10465	18143	5832	
1679	10212	4821	14302	11740	9785	17697	4366	17072	
1067	14276	9942	11772	5252	16224	10175	19775	19971	
14376	17742	5938	14993	18752	8819	4101	9197	706	
11352	15212	15691	15879	8988	17220	13417	13373	6013	
7576	7418	8545	5380	12090	17584	8214	11435	14641	
829	10745	6125	6192	6782	14134	14438	5992	14454	
4870	6850	3748	18921	17835	8236	12011	14041	15600	
15521	957	9414	5690	11909	18650	12282	16328	2409	
6000	13626	141	8975	7359	3948	1326	17868	4712	
16451	14411	8878	11680	11548	11741	5810	12358	19579	
3550	1875	9566	13901	16968	7810	4151	17901	8486	
16079	960	1467	11289	13283	5829	6716	19286	3477	
11870	18653	8178	5425	16721	18247	14950	7390	9598	
7997	5917	5753	7293	12256	17848	8312	2906	621	
4403	11258	11284	9613	8060	10040	12241	11673	14275	
17922	6341	19526	8947	7417	13764	2718	18111	12015	
13357	13930	16552	17839	19809	3633	703	9642	13649	
2363	6799	12672	17306	19760	6813	17300	5464	8931	
9502	7945	116	5784	8295	4689	9812	13848	14177	
2117	16015	19537	7562	13982	8019	16716	14459	9434	
18826	13127	19270	2986	1657	6154	1068	2831	11879	
11889	18806	10008	15995	1059	400	11545	19110	9060	
1411	7696	5064	10985	4559	17950	4724	5027	15231	
12876	13977	19348	2711	12039	11678	773	18729	19853	
3923	12276	19122	18013	17744	12282	19392	15183	12950	
16008	8783	6824	17312	18331	2231	7897	7586	1994	
684	2982	16789	1203	13140	10498	19750	11767	12534	
9681	16022	11198	15986	566	10773	15679	2705	346	
680	7701	8699	376	4980	10265	9445	7255	17021	
9347	4614	5538	3589	15645	6391	6399	9343	5632	
5890	4345	16866	18724	481	9181	19229	4261	2030	
3347	1822	6360	6855	4826	11342	9153	3953	13663	
13666	9498	14056	8777	6025	2530	1918	1535	4566	
6678	16234	8218	11264	7286	12171	8297	2344	17615	
13732	12193	14428	7040	16884	2668	3780	11365	1472	
14442	1965	14474	16390	654	19952	19592	15363	3625	
19592	14249	14601	15524	18742	630	5788	19916	15382	
17101	19829	16233	4448	4233	11088	19231	18680	11579	
11609	5349	12852	15549	17134	8532	17763	536	5005	
14339	10868	2765	18230	16174	3958	14537	3079	5198	
5344	3323	19702	19085	17038	8181	506	6229	17807	
16525	10091	551	19343	2287	316	15732	12146	4182	
10062	846	12268	13021	634	13866	11496	14736	13654	
9013	16711	8704	10201	16423	11644	6179	2545	16338	
5369	19277	6012	11046	14881	18293	9450	16215	12218	
7200	5435	18666	14194	19591	14095	1869	4084	6477	
8667	4321	4703	6629	16591	8724	18919	8234	7269	
19349	19538	3297	10593	15636	15555	6127	9574	5741	
15594	8357	1194	19481	1652	18337	19966	14749	9589	
4254	3833	19960	3798	1913	323	8051	10546	2637	
15695	19812	11578	12936	5180	19062	3227	16560	2105	
2441	12380	6472	13454	643	4686	4438	16523	4020	
8524	16287	10999	6492	3046	9037	3453	10647	12455	
8140	17083	11788	11515	16037	15708	8170	19719	1110	
10841	4198	8544	14107	15902	16374	14521	15788	7734	
10569	19720	7063	11023	6797	12805	16754	6200	5178	
19882	12673	4152	4838	4991	9067	16356	13841	16500	
17724	3141	16399	2726	1095	913	7512	19666	14623	
14324	1724	13437	5483	3891	4193	14362	17713	15277	
11916	14215	16818	11551	17507	10950	15555	17414	12879	
899	12893	18942	3626	939	5179	19500	6468	1226	
4929	3518	18532	17439	13235	5749	2000	8875	9453	
323	2065	14260	6279	3444	17046	21	16919	14406	
1004	16598	15805	4250	474	10884	4244	10512	9345	
19576	16761	10745	1170	5126	204	9095	4148	13918	
6816	16592	891	8210	18386	9552	2640	5	19027	
15709	2735	7705	3332	8442	5068	3926	16422	7327	
9443	18616	10599	10100	8526	18953	14245	18307	12384	
17720	10758	12396	15096	5052	1253	2109	6998	7708	
13680	19460	6611	17087	19438	7416	4665	18256	3075	
12333	18641	645	14032	7355	11973	11330	5239	6352	
14149	2141	3375	645	15314	15197	2283	15814	14025	
16883	17366	5896	12029	15575	11574	7447	8824	17276	
3351	16899	6778	3853	19411	19980	15279	16302	14356	
481	9858	12018	18093	10769	4736	15979	15895	16910	
18940	12550	2799	12676	5493	4050	634	6646	978	
18131	6984	15975	14783	8074	15317	516	4521	1143	
17698	9641	16380	2991	10854	6493	17880	892	4313	
5929	14429	19058	2394	5855	2952	10651	16424	15298	
12872	19023	2694	18481	1336	15828	19930	7953	5421	
2114	10304	10530	16673	16552	6323	1695	8588	4475	
6266	11216	5095	3135	5159	8565	15984	6247	8091	
4721	16791	11918	12010	11740	4631	12197	6955	13699	
3395	3927	9596	1922	13265	11382	18659	1181	5024	
3689	3664	10778	14182	8347	9733	14413	10502	16362	
8995	12001	2997	6180	2559	5484	6544	19846	3253	
2307	19790	14686	11423	10289	6744	12492	13405	4052	
7425	9129	9807	6954	15835	19112	1952	3783	15082	
18564	15022	6695	10013	11361	16982	9089	8237	13977	
2183	15548	7280	18491	13605	17404	6728	13320	14706	
2966	8056	16069	592	5913	17558	9570	645	12792	
5946	8621	8393	3183	2635	19642	10327	14203	2345	
12222	7433	18804	2380	4733	17758	8870	292	11710	
16328	19159	6695	11137	10876	6886	7742	6954	16909	
16410	6645	4687	6831	8687	12549	5089	9356	91	
13730	2065	12816	1123	6043	17482	9076	11146	11539	
10232	2354	14542	12063	18495	3438	18717	6571	17691	
12152	18570	17568	13635	14064	12576	17122	3414	14386	
12848	14937	1777	9104	7007	4797	7754	16933	3207	
9146	7480	8965	12168	10162	18034	10613	7420	3863	
10743	4941	18050	7371	13941	13260	5713	11861	15920	
15438	9107	18181	3956	18134	15746	13027	18573	6918	
8940	5325	4621	428	15202	15975	411	11621	9995	
12317	3811	16103	6121	10605	2819	17689	8233	13038	
